tx,EmitEvent,ProgramParsed,CreateAccount,GetStorageUsed,UpdateAccountContractCode,SetProgram,ValueDecoded,GetAccountContractCode,ProgramChecked,ValueEncoded,ContractFunctionInvoke,GetStorageCapacity,GenerateUUID,GetAccountBalance,ProgramInterpreted,function_or_loop_call,AddEncodedAccountKey,GetCode,SetValue,ValueExists,GetAccountAvailableBalance,AllocateStorageIndex,ResolveLocation,GetValue,GetProgram,RevokeEncodedAccountKey,ms
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,401
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,385
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,445
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,423
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,450
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,49
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,384
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,413
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,384
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,428
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,439
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,655
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,404
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,334
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,405
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,427
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,408
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,417
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,393
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,405
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,419
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,395
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,568
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,422
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,361
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,477
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,364
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,408
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,779
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,705
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,357
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,397
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,439
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,447
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,402
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,404
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,567
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,56
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,390
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,323
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,391
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,368
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,381
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,415
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,400
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,362
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,406
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,669
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,328
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,386
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,396
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,427
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,520
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,336
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,398
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,426
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,421
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,347
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,404
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1883403,0,0,9766,3,6571,23,0,438
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,521
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,488
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,435
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,466
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,407
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,446
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,391
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,424
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,384
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,403
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,448
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,392
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,360
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,416
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,384
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,418
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,47
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,569
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,372
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,383
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,402
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,412
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,840
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,527
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2097,20,0,407
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,391
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,427
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,376
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,403
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,388
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,389
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,405
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,383
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,1006
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,431
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,513
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,462
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,419
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,949
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900187,0,0,9765,3,6553,23,0,389
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,402
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,404
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,388
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,396
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,388
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,613
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,602
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,48
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,429
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,417
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,405
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,440
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,426
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,489
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,418
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,672
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,436
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1861093,0,0,9765,3,5539,23,0,405
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,364
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,45
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,1450
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,526
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,432
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,376
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,394
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,420
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,456
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2097,20,0,428
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,399
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,406
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,402
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,393
borrow array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,312160,0,0,343,0,0,0,3,2646,20,0,407
get signer vault,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,288682,0,0,343,0,0,0,3,2235,20,0,837
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,432
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,360
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,430
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,387
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,588
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,572
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232729,843,0,562,3,389593,2268,0,427
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,364
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,390
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,388
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,880
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,385
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,362
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,339
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,46
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,321
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,321
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,361
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,439
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,325
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232168,843,0,562,3,389031,2268,0,498
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232728,843,0,562,3,389593,2268,0,428
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,47
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,403
get signer address,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1100681,0,0,343,0,0,0,3,2094,20,0,363
load and save long string on signers address,3,7,0,3,0,7,14,6,7,1,4,3,1,0,5,570038,0,6,387,0,0,0,12,2097,29,0,425
copy array from storage and save a duplicate,3,1,0,3,0,1,15,0,1,1,4,3,1,0,5,26080,0,0,895,0,0,1003,3,3198,20,0,94
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,711
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,592
copy array from storage,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,422974,0,0,343,0,0,0,3,2646,20,0,473
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,416
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900359,0,0,9766,3,6697,23,0,452
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,408
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,325
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,582
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,389
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1899995,0,0,9765,3,6361,23,0,389
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,434
get account and get balance,3,1,0,3,0,1,3283,0,1,0,1094,3,1,1090,1095,4362,0,0,343,0,0,0,3,524204,5470,0,424
create new account and deploy contract,1970,282,281,284,281,1,2542,281,282,1124,566,284,844,0,1129,1969,0,281,232730,843,0,562,3,389593,2268,0,419
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,425
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,442
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,413
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,379
create new account,2037,1,339,342,0,1,3064,0,1,1017,682,342,1018,0,683,1358,0,0,247474,1017,0,339,3,469575,2732,0,414
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900955,0,0,9765,3,7321,23,0,402
add key to account,5151,7,0,3,0,7,13,6,7,0,4,3,1,0,5,25742,5148,6,343,0,0,0,12,2094,29,0,405
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,424
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,451
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,385
get account and get available balance,3,1,0,1321,0,1,3967,0,1,0,1322,3,1,0,1323,5274,0,0,343,0,1318,0,3,609692,3974,0,545
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,589
load and save empty string on signers address,3,7,0,3,0,7,14,6,7,1,4,3,1,0,5,558470,0,6,346,0,0,0,12,2138,29,0,412
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,407
add and remove key to/from account,5917,1,0,3,0,1,13,0,1,0,4,3,1,0,5,20701,2957,0,343,0,0,0,3,2094,20,2957,704
call empty contract function,3,1,0,3,0,1,14,0,1,0,4,3,1,0,5,475470,0,0,343,0,0,0,3,2251,20,0,420
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,402
load and save long string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,570038,0,0,387,0,0,0,3,2138,20,0,474
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,582
get account and get storage used,3,1,0,32277,0,1,13,0,1,0,4,3,1,0,5,129098,0,0,343,0,0,0,3,2094,20,0,399
get public account,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,525934,0,0,343,0,0,0,3,2094,20,0,383
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900043,0,0,9765,3,6409,23,0,399
mint NFT,3,1,0,4,0,1,17,0,1,0,5,4,9521,0,6,114242,0,0,1900791,0,0,9766,3,7129,23,0,397
emit event,53395,1,0,3,0,1,14,0,1,0,4,3,1,0,5,320354,0,0,343,0,0,0,3,2251,20,0,679
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,373
get account and get storage capacity,3,1,0,3,0,1,4747,0,1,0,1582,1581,1,0,1583,6314,0,0,343,0,0,0,3,729552,4754,0,642
add key to account,5151,1,0,3,0,1,13,0,1,0,4,3,1,0,5,25742,5148,0,343,0,0,0,3,2094,20,0,406
load and save empty string on signers address,3,1,0,3,0,1,14,0,1,1,4,3,1,0,5,558470,0,0,346,0,0,0,3,2138,20,0,833
transfer tokens,8793,1,0,3,0,1,16,0,1,0,4,3,4396,0,5,153827,0,0,568,0,0,0,3,2480,20,0,398
reference tx,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1173650,0,0,343,0,0,0,3,2094,20,0,363
convert int to string and concatenate it,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,686052,0,0,343,0,0,0,3,2094,20,0,327
get signer receiver,3,1,0,3,0,1,15,0,1,0,4,3,1,0,5,194222,0,0,343,0,0,0,3,2358,20,0,395
convert int to string,3,1,0,3,0,1,13,0,1,0,4,3,1,0,5,1075678,0,0,343,0,0,0,3,2094,20,0,395
